大学名称,所在地,隶属,院士,硕士点,类型,重点学科,博士点,地址,平均线,是否985,是否211,是否自主招生
广东技术师范学院天河学院,广州,广东省教育厅,0,0,工科,0,0, 广州市白云区太和兴太三路638号,无,否,否,否
广东工业大学华立学院,广州,广东省教育厅,0,0,工科,0,0, 广州市增城广州华立科技园华立路11号,无,否,否,否
华南理工大学广州学院,广州,广东省教育厅,0,0,工科,0,0, 广州市花都区学府路一号,无,否,否,否
上海应用技术学院,上海市,上海市教育委员会,0,0,工科,0,0, 上海奉贤区海泉路100号,无,否,否,否
上海第二工业大学,上海市,上海市教育委员会,0,0,工科,0,0, 上海市浦东新区金海路2360号,无,否,否,否
九江学院,九江,江西省教育厅,3,0,综合,18,0, 江西省九江市前进东路551号,423,否,否,否
上海电机学院,上海,上海市教育委员会,0,0,工科,0,0, 中国上海闵行区江川路690号,无,否,否,否
大连工业大学艺术与信息工程学院,大连,辽宁省教育厅,0,0,工科,0,0, 辽宁省大连市金州区城南路15号,无,否,否,否
湖北汽车工业学院科技学院,十堰,湖北省教育厅,0,0,工科,0,0, 湖北省十堰市车城西路教育口,无,否,否,否
湖北汽车工业学院,十堰,湖北省教育厅,0,0,工科,0,0, 湖北省十堰市车城西路167号,无,否,否,否
西北大学,西安,陕西省教育厅,8,177,综合,6,95, 陕西省西安市太白路229号,无,否,是,是
湖南师范大学,长沙,湖南省教育厅,2,169,师范,6,60, 湖南省长沙市潇湘中路122号,无,否,是,是
贵州大学,贵阳,贵州省教育厅,2,155,综合,25,11, 贵州省贵阳市花溪区,无,否,是,是
南京航空航天大学,南京,工业与信息化部,10,127,工科,17,52, 江苏省南京市白下区御道街29号,613,否,是,是
南京理工大学,南京,工业与信息化部,9,116,工科,6,18, 江苏省南京市孝陵卫200号,595,否,是,是
南京师范大学,南京,江苏省教育厅,1,252,师范,9,153, 江苏省南京市宁海路122号,594,否,是,是
哈尔滨工程大学,哈尔滨,工业与信息化部,6,93,工科,40,25, 黑龙江哈尔滨市南岗区南通大街145号,582,否,是,是
大连海事大学,大连,交通运输部,5,17,工科,2,28, 辽宁省大连市凌海路1号,580,否,是,是
苏州大学,苏州,江苏省教育厅,5,312,综合,4,192, 江苏省苏州市十梓街1号,570,否,是,是
郑州大学,郑州,河南省教育厅,29,292,综合,22,145, 河南省郑州市高新区科学大道100号,569,否,是,是
上海大学,上海,上海市教育委员会,11,210,综合,14,117, 宝山区上大路99号,550,否,是,是
华南师范大学,广州,广东省教育厅,9,200,师范,4,100, 广州市天河区中山大道西55号（石牌校区）,无,否,是,否
东北农业大学,哈尔滨,黑龙江省教育厅,1,126,农业,6,58, 黑龙江省哈尔滨市香坊区木材街59号,无,否,是,否
北京协和医学院,北京市,卫生部,25,52,医药,18,49, 北京市东城区东单三条9号,无,否,是,否
四川农业大学,雅安,四川省教育厅,2,73,农业,0,32, 四川省雅安市雨城区新康路46号,无,否,是,否
华北电力大学,北京市,教育部,5,52,工科,17,20, 北京市昌平区回龙观北农路2号,620,否,是,否
北京邮电大学,北京市,教育部,9,28,工科,2,9, 北京市海淀区西土城路10号,619,否,是,否
北京工业大学,北京市,北京市教育委员会,6,31,工科,3,18, 北京市朝阳区平乐园100号,617,否,是,否
北京林业大学,北京市,教育部,3,116,林业,4,39, 北京市海淀区清华东路35号,613,否,是,否
华东理工大学,上海市,教育部,4,161,工科,8,94, 上海市梅陇路130号,608,否,是,否
中国石油大学(北京),北京市,教育部,12,151,工科,5,45, 北京市昌平区府学路18号,606,否,是,否
天津医科大学,天津市,天津市教育委员会,2,61,医药,23,44, 天津市和平区气象台路22号,606,否,是,否
北京化工大学,北京市,教育部,9,104,工科,4,35, 北京市朝阳区北三环东路15号,603,否,是,否
北京科技大学,北京市,教育部,6,121,工科,12,73, 北京市海淀区学院路30号,598,否,是,否
中国地质大学(北京),北京市,教育部,9,118,工科,5,37, 北京市海淀区学院路29号,598,否,是,否
华北电力大学(保定),保定,教育部,5,52,工科,1,20, 河北省保定市永华北大街619号,596,否,是,否
暨南大学,广州,国务院侨务办公室,7,134,综合,6,6, 广东省广州市天河区黄埔大道西601号,595,否,是,否
西安电子科技大学,西安,教育部,11,63,工科,5,27, 陕西省西安市太白南路2号 西安市新沣路兴隆段266号,590,否,是,否
东北师范大学,长春,教育部,12,151,师范,4,111, 吉林省长春市人民大街5268号,589,否,是,否
中国地质大学(武汉),武汉,教育部,9,38,工科,8,13, 湖北省武汉市洪山区鲁磨路388号,586,否,是,否
中国矿业大学(北京),北京市,教育部,6,208,工科,9,85, 北京市海淀区学院路丁11号,585,否,是,否
华中师范大学,武汉,教育部,5,184,师范,9,94, 湖北省武汉市珞瑜路152号,583,否,是,否
北京交通大学,北京市,教育部,12,34,工科,4,20, 北京市海淀区上园村3号,582,否,是,否
内蒙古大学,呼和浩特,内蒙古自治区教育厅,1,92,综合,2,19, 内蒙古呼和浩特市赛罕区大学西路235号(校本部),581,否,是,否
陕西师范大学,西安,教育部,10,246,师范,4,118, 陕西省西安市长安南路199号,580,否,是,否
南昌大学,南昌,江西省教育厅,4,269,综合,4,71, 江西省南昌市红谷滩新区学府大道999号,579,否,是,否
辽宁大学,沈阳,辽宁省教育厅,1,161,综合,3,62, 辽宁省沈阳市皇姑区崇山中路66号,579,否,是,否
东华大学,上海市,教育部,8,47,工科,7,7, 上海市延安西路1882号,576,否,是,否
江南大学,无锡,教育部,1,24,综合,3,5, 江苏省无锡市蠡湖大道1800号,574,否,是,否
中国石油大学(华东),东营市,教育部,5,183,工科,7,55, 山东省东营市北二路271号,573,否,是,否
中国矿业大学,徐州,教育部,13,35,工科,9,16, 江苏省徐州市三环南路,572,否,是,否
华中农业大学,武汉,教育部,8,90,农业,9,57, 湖北省武汉市洪山区狮子山街1号,571,否,是,否
南京农业大学,南京,教育部,2,33,农业,0,16, 江苏省南京市卫岗1号,571,否,是,否
合肥工业大学,合肥,教育部,2,32,工科,3,12, 安徽省合肥市屯溪路193号,570,否,是,否
西南大学,重庆市,教育部,3,204,综合,5,106, 重庆市北碚区天生路2号,569,否,是,否
福州大学,福州,福建省教育厅,6,176,工科,2,67, 中国福建省福州市福州地区大学新区学园路2号,569,否,是,否
东北林业大学,哈尔滨,教育部,7,164,林业,20,52, 黑龙江哈尔滨市动力区和兴路26号,569,否,是,否
太原理工大学,太原,山西省教育厅,7,126,工科,3,49, 山西省太原市迎泽西大街79号,567,否,是,否
河海大学,南京,教育部,12,124,工科,3,38, 江苏省南京市西康路1号,567,否,是,否
长安大学,西安,教育部,2,96,工科,2,46, 陕西省西安市南二环路中段,563,否,是,否
武汉理工大学,武汉,教育部,6,150,工科,3,70, 湖北省武汉市洪山区珞狮路122号,556,否,是,否
西南交通大学,成都,教育部,38,43,工科,6,15, 四川省成都市二环路北一段111号,554,否,是,否
石河子大学,石河子,新疆生产建设兵团,1,157,综合,11,30, 新疆自治区石河子市北四路,534,否,是,否
北京中医药大学,北京市,教育部,0,45,医药,50,43, 北京市朝阳区北三环东路11号,549,否,是,否
青海大学,西宁,青海省教育厅,0,18,综合,0,2, 青海省西宁市宁大路251号,551,否,是,否
安徽大学,合肥,安徽省教育厅,0,196,综合,14,59, 合肥市九龙路111号（本科），合肥市泗州路40号（专科）,561,否,是,否
河北工业大学,天津市,河北省教育厅,0,152,工科,2,42, 天津市北辰区西平道5340号,565,否,是,否
延边大学,延吉,吉林省教育厅,0,133,综合,1,21, 吉林省延吉市公园路977号,570,否,是,否
北京体育大学,北京市,国家体育总局,0,10,体育,4,3, 北京市海淀区信息路48号,573,否,是,否
中国药科大学,南京,教育部,0,29,医药,7,24, 江苏省南京市鼓楼区中央路童家巷24号,577,否,是,否
海南大学,海口,海南省教育厅,0,143,综合,3,37, 海南省海口市人民大道58号,593,否,是,否
上海外国语大学,上海市,教育部,0,23,语言,3,10, 上海市大连西路550号,624,否,是,否
西南财经大学,成都,教育部,0,79,财经,4,56, 四川省成都市光华村街55号,625,否,是,否
中南财经政法大学,武汉,教育部,0,41,财经,2,24, 湖北省武汉市洪山区南湖南路1号,626,否,是,否
中国政法大学,北京市,教育部,0,73,政法,1,31, 学院路校区：北京市海淀区西土城路25号；昌平校区：北京市昌平区府学路27号,638,否,是,否
上海财经大学,上海市,教育部,0,85,财经,3,53, 上海市国定路777号,650,否,是,否
中央财经大学,北京市,教育部,0,42,财经,11,17, 北京市海淀区学院南路39号,652,否,是,否
中国传媒大学,北京市,教育部,0,48,语言,3,24, 北京市朝阳区定福庄东街1号,656,否,是,否
北京外国语大学,北京市,教育部,0,18,语言,4,11, 北京市海淀区西三环北路2号,671,否,是,否
对外经济贸易大学,北京市,教育部,0,39,财经,2,15, 北京市朝阳区惠新东街10号,677,否,是,否
云南大学,昆明,云南省教育厅,0,181,综合,41,57, 昆明市翠湖北路2号,无,否,是,是
宁夏大学,银川,宁夏回族自治区教育厅,0,183,综合,2,28, 宁夏银川市西夏区贺兰山西路489号,无,否,是,否
新疆大学,乌鲁木齐,新疆维吾尔自治区教育厅,0,83,综合,9,12, 新疆乌鲁木齐市胜利路14号,无,否,是,否
广西大学,南宁,广西壮族自治区教育厅,0,206,综合,24,11, 广西南宁大学路100号,无,否,是,否
中央音乐学院,北京,教育部,0,1,艺术,1,1, 中国北京市西城区鲍家街43号,无,否,是,否
西藏大学,拉萨,西藏自治区教育厅,0,30,综合,1,0, 西藏自治区拉萨市江苏路36号,无,否,是,否
北京大学,北京市,教育部,59,244,综合,81,201, 北京市海淀区颐和园路5号,694,是,是,是
复旦大学,上海市,教育部,35,229,综合,30,178, 上海市邯郸路220号,687,是,是,是
清华大学,北京市,教育部,70,271,综合,37,253, 北京市海淀区清华园,686,是,是,是
上海交通大学,上海市,教育部,36,78,综合,9,78, 上海市东川路800号&#160;,664,是,是,是
南京大学,南京,教育部,32,48,综合,21,44, 江苏省南京市汉口路22号,662,是,是,是
南开大学,天津市,教育部,10,231,综合,15,172, 天津市南开区卫津路94号,661,是,是,是
浙江大学,杭州,教育部,26,317,综合,35,283, 浙江省杭州市浙大路38号,659,是,是,是
北京师范大学,北京市,教育部,20,166,师范,16,111, 北京市海淀区新街口外大街19号,657,是,是,是
厦门大学,厦门,教育部,21,279,综合,14,185, 福建省厦门市思明南路422号,650,是,是,是
同济大学,上海市,教育部,13,97,工科,27,31, 上海市杨埔区四平路1239号,650,是,是,是
东南大学,南京,教育部,11,49,综合,10,29, 江苏省南京市四牌楼2号,649,是,是,是
中国人民大学,北京市,教育部,4,177,综合,16,119, 北京市海淀区中关村大街59号,648,是,是,是
天津大学,天津市,教育部,26,35,工科,15,27, 天津市南开区卫津路92号,645,是,是,是
武汉大学,武汉,教育部,14,284,综合,20,231, 湖北省武汉市武昌珞珈山,638,是,是,是
四川大学,成都,教育部,34,345,综合,15,228, ：（望江校区）成都市一环路南一段24号  （华西校区）成都市人民南路三段17号  （江安校区）成都市双流县川,627,是,是,是
重庆大学,重庆市,教育部,3,256,综合,20,133, 重庆市沙坪坝区沙正街174号,618,是,是,是
中南大学,长沙,教育部,15,282,综合,17,157, 湖南省长沙市麓山南路932号,613,是,是,是
西安交通大学,西安,教育部,21,199,综合,20,114, 陕西省西安市咸宁西路28号,613,是,是,是
华东师范大学,上海市,教育部,13,38,师范,10,26, 上海市普陀区中山北路3663号,612,是,是,是
吉林大学,长春,教育部,20,299,综合,4,237, 吉林省长春市前进大街2699号,611,是,是,是
电子科技大学,成都,教育部,10,62,工科,6,44, 四川省成都市建设北路二段4号,608,是,是,是
山东大学,济南,教育部,31,55,综合,19,40, 山东省济南市山大南路27号,608,是,是,是
大连理工大学,大连,教育部,27,260,工科,12,155, 辽宁省大连市甘井子区凌工路2号,607,是,是,是
中山大学,广州,教育部,13,251,综合,25,180, 广东省广州市新港西路135号,604,是,是,是
兰州大学,兰州,教育部,9,187,综合,10,56, 甘肃省兰州市天水南路222号,597,是,是,是
华南理工大学,广州,教育部,33,204,工科,7,110, 广州市天河区五山（北校区）    广州市番禺区小谷围（南校区）,596,是,是,是
湖南大学,长沙,教育部,11,198,综合,14,25, 湖南省长沙市岳麓山,586,是,是,是
东北大学,沈阳,教育部,5,174,工科,7,81, 辽宁省沈阳市和平区文化路3巷11号,582,是,是,是
华中科技大学,武汉,教育部,24,304,工科,28,237, 湖北省武汉市洪山区珞喻路1037号,580,是,是,是
中国海洋大学,青岛,教育部,8,226,综合,12,93, 青岛市崂山区松岭路238号,578,是,是,是
中国科学技术大学,合肥,中国科学院,37,133,工科,14,98, 安徽省合肥市金寨路96号,630,是,是,否
西北工业大学,西安,工业与信息化部,15,101,工科,13,57, 陕西省西安市友谊西路127号,629,是,是,否
北京理工大学,北京市,工业与信息化部,13,234,工科,12,117, 北京市海淀区中关村南大街5号,628,是,是,否
中国农业大学,北京市,教育部,11,208,农业,12,114, 北京市海淀区清华东路17号（东区），北京市海淀区圆明园西路2号 （西区）,623,是,是,否
中央民族大学,北京市,国家民族事务委员会,2,66,民族,27,25, 北京市海淀区中关村南大街27号,612,是,是,否
哈尔滨工业大学,哈尔滨,工业与信息化部,33,147,工科,15,81, 黑龙江省哈尔滨市南岗区西大直街92号,600,是,是,否
北京航空航天大学,北京市,工业与信息化部,17,38,工科,36,21, 学院路校区位于为北京市海淀区学院路37号；沙河校区位于北京市昌平区沙河高教园区,582,是,是,否
西北农林科技大学,杨凌,教育部,0,105,农业,9,71, 陕西.杨凌 邰城路3号,581,是,是,是
哈尔滨工业大学(威海),威海,无,0,147,工科,15,81, 山东省威海市文化西路2号,610,是,是,否
东北大学秦皇岛分校,秦皇岛,教育部,0,0,工科,0,0, 河北省秦皇岛市开发区秦山路143号,无,是,是,否
